SalesOrderID;SalesOrderDetailID;OrderQty;ProductID;SpecialOfferID;UnitPrice
43795;451;1;751;1;3578,27
43796;452;1;770;1;699,0982
43797;453;1;751;1;3578,27
43798;454;1;749;1;3578,27
43799;455;1;751;1;3578,27
43800;456;1;750;1;3578,27
43801;457;1;750;1;3578,27
43802;458;1;751;1;3578,27
43803;459;1;753;1;3578,27
43804;460;1;749;1;3578,27
43805;461;1;763;1;699,0982
43806;462;1;751;1;3578,27
43807;463;1;751;1;3578,27
43808;464;1;752;1;3578,27
43809;465;1;749;1;3578,27
43810;466;1;772;1;3399,99
43811;467;1;773;1;3399,99
43812;468;1;751;1;3578,27
43813;469;1;777;1;3374,99
43814;470;1;777;1;3374,99
43815;471;1;750;1;3578,27
43816;472;1;753;1;3578,27
43817;473;1;749;1;3578,27
43818;474;1;751;1;3578,27
43819;475;1;773;1;3399,99
43820;476;1;751;1;3578,27
43821;477;1;749;1;3578,27
43822;478;1;752;1;3578,27
43823;479;1;770;1;699,0982
43824;480;1;768;1;699,0982
43825;481;1;752;1;3578,27
43826;482;1;775;1;3374,99
43827;483;1;768;1;699,0982
43828;484;1;749;1;3578,27
43829;485;1;749;1;3578,27
43830;486;1;750;1;3578,27
43831;487;1;776;1;3374,99
43832;488;1;749;1;3578,27
43833;489;1;749;1;3578,27
43834;490;1;775;1;3374,99
43835;491;1;775;1;3374,99
43836;492;1;761;1;699,0982
43837;493;1;777;1;3374,99
43838;494;1;752;1;3578,27
43839;495;1;750;1;3578,27
43840;496;1;762;1;699,0982
43841;497;1;753;1;3578,27
43842;498;1;751;1;3578,27
43843;499;2;774;1;2039,994
43843;500;2;778;1;2024,994
43843;501;2;742;1;722,5949
43843;502;5;777;1;2024,994
43843;503;2;748;1;722,5949
43843;504;1;741;1;818,7
43843;505;1;745;1;809,76
43843;506;2;771;1;2039,994
43843;507;2;709;1;5,7
43843;508;3;776;1;2024,994
43844;509;4;775;1;2024,994
43844;510;2;776;1;2024,994
43844;511;3;777;1;2024,994
43844;512;1;778;1;2024,994
43845;513;1;725;1;183,9382
43845;514;3;715;1;28,8404
43845;515;1;770;1;419,4589
43845;516;2;763;1;419,4589
43845;517;2;761;1;419,4589
43845;518;1;754;1;874,794
43845;519;2;765;1;419,4589
43845;520;2;753;1;2146,962
43845;521;1;729;1;183,9382
43845;522;4;712;1;5,1865
43846;523;3;729;1;183,9382
43846;524;1;712;1;5,1865
43846;525;1;738;1;178,5808
43846;526;1;725;1;183,9382
43847;527;1;715;1;28,8404
43847;528;1;712;1;5,1865
43847;529;1;758;1;874,794
43848;530;1;773;1;2039,994
43848;531;1;778;1;2024,994
43848;532;1;775;1;2024,994
43848;533;4;776;1;2024,994
43848;534;2;771;1;2039,994
43849;535;2;776;1;2024,994
43849;536;1;714;1;28,8404
43849;537;2;777;1;2024,994
43849;538;2;771;1;2039,994
43849;539;1;711;1;20,1865
43849;540;1;773;1;2039,994
43849;541;4;715;1;28,8404
43849;542;1;772;1;2039,994
43849;543;1;707;1;20,1865
43849;544;2;774;1;2039,994
43849;545;1;708;1;20,1865
43850;546;1;765;1;419,4589
43850;547;1;755;1;874,794
43850;548;1;761;1;419,4589
43850;549;2;762;1;419,4589
43850;550;1;753;1;2146,962
43850;551;3;725;1;183,9382
43850;552;1;729;1;183,9382
43850;553;3;758;1;874,794
43850;554;1;756;1;874,794
43850;555;3;732;1;356,898
43850;556;1;738;1;178,5808
43851;557;2;761;1;419,4589
43851;558;1;760;1;419,4589
43851;559;1;711;1;20,1865
43851;560;3;770;1;419,4589
43851;561;1;707;1;20,1865
43851;562;1;725;1;183,9382
43851;563;1;754;1;874,794
43851;564;3;738;1;178,5808
43851;565;1;753;1;2146,962
43851;566;1;765;1;419,4589
43851;567;1;712;1;5,1865
43851;568;3;708;1;20,1865
43852;569;1;776;1;2024,994
43853;570;2;777;1;2024,994
43853;571;1;773;1;2039,994
43853;572;1;771;1;2039,994
43853;573;4;776;1;2024,994
43853;574;2;775;1;2024,994
43853;575;3;778;1;2024,994
43854;576;2;758;1;874,794
43855;577;2;765;1;419,4589
43855;578;2;760;1;419,4589
43855;579;1;753;1;2146,962
43855;580;4;761;1;419,4589
43855;581;1;738;1;178,5808
43855;582;3;762;1;419,4589
43855;583;2;732;1;356,898
43855;584;1;766;1;419,4589
43855;585;1;726;1;183,9382
43855;586;2;770;1;419,4589
43855;587;1;725;1;183,9382
43855;588;1;755;1;874,794
43855;589;2;768;1;419,4589
43856;590;2;709;1;5,7
43856;591;1;777;1;2024,994
43857;592;1;760;1;419,4589
43857;593;1;765;1;419,4589
43857;594;2;762;1;419,4589
43857;595;3;758;1;874,794
43857;596;1;715;1;28,8404
43857;597;3;712;1;5,1865
43857;598;1;716;1;28,8404
43857;599;1;725;1;183,9382
43857;600;2;711;1;20,1865
43857;601;1;708;1;20,1865
43857;602;2;738;1;178,5808
43857;603;1;763;1;419,4589
43857;604;2;754;1;874,794
43857;605;2;707;1;20,1865
43858;606;2;762;1;419,4589
43858;607;2;761;1;419,4589
43858;608;5;770;1;419,4589
43858;609;1;765;1;419,4589
43858;610;2;738;1;178,5808
43858;611;3;763;1;419,4589
43858;612;2;754;1;874,794
43858;613;1;722;1;178,5808
43858;614;2;753;1;2146,962
43858;615;1;726;1;183,9382
43858;616;1;766;1;419,4589
43858;617;1;729;1;183,9382
43858;618;1;756;1;874,794
43859;619;1;715;1;28,8404
43859;620;1;762;1;419,4589
43859;621;3;758;1;874,794
43859;622;2;760;1;419,4589
43860;623;2;761;1;419,4589
43860;624;1;770;1;419,4589
43860;625;2;758;1;874,794
43860;626;2;765;1;419,4589
43860;627;1;732;1;356,898
43860;628;1;762;1;419,4589
43860;629;1;738;1;178,5808
43860;630;1;768;1;419,4589
43860;631;2;753;1;2146,962
43860;632;1;729;1;183,9382
43860;633;1;763;1;419,4589
43860;634;1;756;1;874,794
43861;635;1;732;1;356,898
43861;636;3;764;1;419,4589
43861;637;5;770;1;419,4589
43861;638;2;768;1;419,4589
43861;639;1;725;1;183,9382
43861;640;9;715;1;28,8404
43861;641;4;765;1;419,4589
43861;642;1;753;1;2146,962
43861;643;2;733;1;356,898
43861;644;2;730;1;183,9382
43861;645;2;766;1;419,4589
43861;646;4;711;1;20,1865
43861;647;3;754;1;874,794
43861;648;2;756;1;874,794
43861;649;2;729;1;183,9382
43861;650;4;760;1;419,4589
43861;651;2;755;1;874,794
43861;652;6;716;1;28,8404
43861;653;2;763;1;419,4589
43861;654;2;758;1;874,794
43861;655;9;712;1;5,1865
43861;656;2;761;1;419,4589
43861;657;4;707;1;20,1865
43861;658;1;738;1;178,5808
43861;659;3;714;1;28,8404
43861;660;2;722;1;178,5808
43861;661;3;708;1;20,1865
43862;662;4;771;1;2039,994
43862;663;1;741;1;818,7
43862;664;3;777;1;2024,994
43862;665;4;773;1;2039,994
43862;666;2;747;1;714,7043
43862;667;2;748;1;722,5949
43862;668;2;774;1;2039,994
43862;669;1;745;1;809,76
43862;670;4;709;1;5,7
43863;671;1;758;1;874,794
43863;672;1;712;1;5,1865
43863;673;1;760;1;419,4589
43863;674;1;762;1;419,4589
43864;675;5;772;1;2039,994
43864;676;1;747;1;714,7043
43864;677;2;741;1;818,7
43864;678;2;778;1;2024,994
43864;679;4;776;1;2024,994
43864;680;1;748;1;722,5949
43864;681;2;771;1;2039,994
43864;682;4;773;1;2039,994
43864;683;1;745;1;809,76
43865;684;1;758;1;874,794
43865;685;2;770;1;419,4589
43865;686;1;753;1;2146,962
43865;687;4;760;1;419,4589
43865;688;1;725;1;183,9382
43865;689;4;729;1;183,9382
43865;690;1;762;1;419,4589
43865;691;2;763;1;419,4589
43865;692;5;715;1;28,8404
43865;693;1;738;1;178,5808
43865;694;3;712;1;5,1865
43865;695;3;765;1;419,4589
43865;696;3;761;1;419,4589
43865;697;3;754;1;874,794
43866;698;1;771;1;2039,994
43866;699;1;777;1;2024,994
43866;700;2;709;1;5,7
43867;701;1;708;1;20,1865
43867;702;1;774;1;2039,994
43867;703;2;776;1;2024,994
43867;704;2;715;1;28,8404
43867;705;2;773;1;2039,994
43867;706;2;709;1;5,7
43867;707;3;714;1;28,8404
43867;708;4;771;1;2039,994
43867;709;2;711;1;20,1865
43867;710;1;707;1;20,1865
43867;711;2;778;1;2024,994
43867;712;4;712;1;5,1865
43867;713;2;743;1;714,7043
43867;714;1;748;1;722,5949
43867;715;3;742;1;722,5949
43867;716;2;741;1;818,7
43867;717;2;777;1;2024,994
43867;718;1;716;1;28,8404
43868;719;1;749;1;2146,962
43869;720;1;747;1;714,7043
43869;721;5;775;1;2024,994
43869;722;2;777;1;2024,994
43869;723;2;745;1;809,76
43869;724;5;771;1;2039,994
43869;725;4;772;1;2039,994
43869;726;1;743;1;714,7043
43869;727;1;774;1;2039,994
43869;728;5;778;1;2024,994
43869;729;2;742;1;722,5949
43870;730;3;760;1;419,4589
43870;731;2;762;1;419,4589
43870;732;3;715;1;28,8404
43870;733;3;770;1;419,4589
43870;734;1;758;1;874,794
43871;735;1;712;1;5,1865
43871;736;1;761;1;419,4589
43871;737;2;729;1;183,9382
43871;738;2;707;1;20,1865
43871;739;1;758;1;874,794
43871;740;1;725;1;183,9382
43871;741;1;762;1;419,4589
43871;742;2;715;1;28,8404
43871;743;3;754;1;874,794
43871;744;1;753;1;2146,962
43871;745;4;708;1;20,1865
43871;746;2;760;1;419,4589
43871;747;3;770;1;419,4589
43871;748;4;711;1;20,1865
43872;749;1;763;1;419,4589
43872;750;1;708;1;20,1865
43872;751;3;758;1;874,794
43872;752;2;756;1;874,794
43872;753;1;765;1;419,4589
43872;754;2;711;1;20,1865
43872;755;4;707;1;20,1865
43872;756;2;725;1;183,9382
43872;757;1;732;1;356,898
43872;758;1;738;1;178,5808
43872;759;1;753;1;2146,962
43872;760;2;754;1;874,794
43872;761;1;755;1;874,794
43872;762;4;716;1;28,8404
43872;763;1;760;1;419,4589
43872;764;4;712;1;5,1865
43873;765;6;770;1;419,4589
43873;766;2;764;1;419,4589
43873;767;2;749;1;2146,962
43873;768;5;726;1;183,9382
43873;769;5;729;1;183,9382
43873;770;1;755;1;874,794
43873;771;1;738;1;178,5808
43873;772;3;766;1;419,4589
43873;773;3;722;1;178,5808
43873;774;5;758;1;874,794
43873;775;5;760;1;419,4589
43873;776;3;733;1;356,898
43873;777;2;768;1;419,4589
43873;778;1;756;1;874,794
43873;779;5;707;1;20,1865
43873;780;1;765;1;419,4589
43873;781;2;711;1;20,1865
43873;782;6;754;1;874,794
43873;783;3;730;1;183,9382
43873;784;6;761;1;419,4589
43873;785;5;763;1;419,4589
43873;786;1;716;1;28,8404
43873;787;5;715;1;28,8404
43873;788;1;714;1;28,8404
43873;789;4;762;1;419,4589
43873;790;2;725;1;183,9382
43873;791;2;753;1;2146,962
43873;792;6;732;1;356,898
43874;793;1;763;1;419,4589
43875;794;6;778;1;2024,994
43875;795;2;747;1;714,7043
43875;796;1;741;1;818,7
43875;797;2;709;1;5,7
43875;798;2;715;1;28,8404
43875;799;7;774;1;2039,994
43875;800;6;771;1;2039,994
43875;801;2;707;1;20,1865
43875;802;5;748;1;722,5949
43875;803;12;773;2;1971,9942
43875;804;1;745;1;809,76
43875;805;13;775;2;1957,4942
43875;806;2;772;1;2039,994
43875;807;8;776;1;2024,994
43875;808;2;743;1;714,7043
43875;809;2;712;1;5,1865
43875;810;2;777;1;2024,994
43875;811;3;716;1;28,8404
43875;812;5;708;1;20,1865
43875;813;3;742;1;722,5949
43875;814;2;714;1;28,8404
43876;815;2;762;1;419,4589
43876;816;1;758;1;874,794
43876;817;3;763;1;419,4589
43876;818;2;754;1;874,794
43876;819;2;725;1;183,9382
43876;820;2;761;1;419,4589
43876;821;2;770;1;419,4589
43876;822;2;729;1;183,9382
43877;823;4;715;1;28,8404
43877;824;2;708;1;20,1865
43877;825;5;709;1;5,7
43877;826;3;771;1;2039,994
43877;827;2;775;1;2024,994
43877;828;4;774;1;2039,994
43877;829;1;778;1;2024,994
43877;830;1;716;1;28,8404
43877;831;1;711;1;20,1865
43877;832;2;707;1;20,1865
43878;833;1;772;1;2039,994
43878;834;1;771;1;2039,994
43879;835;3;762;1;419,4589
43879;836;2;763;1;419,4589
43879;837;3;760;1;419,4589
43879;838;2;764;1;419,4589
43879;839;2;715;1;28,8404
43879;840;4;725;1;183,9382
43879;841;4;714;1;28,8404
43879;842;4;770;1;419,4589
43879;843;3;730;1;183,9382
43879;844;2;754;1;874,794
43879;845;2;726;1;183,9382
43879;846;1;716;1;28,8404
43879;847;2;766;1;419,4589
43879;848;3;765;1;419,4589
43879;849;3;729;1;183,9382
43879;850;1;768;1;419,4589
43879;851;5;708;1;20,1865
43879;852;3;758;1;874,794
43879;853;1;756;1;874,794
43879;854;3;738;1;178,5808
43879;855;2;755;1;874,794
43879;856;4;707;1;20,1865
43879;857;5;711;1;20,1865
43879;858;5;722;1;178,5808
43879;859;1;753;1;2146,962
43879;860;13;712;2;5,0136
43880;861;3;760;1;419,4589
43880;862;2;755;1;874,794
43880;863;3;762;1;419,4589
43880;864;3;770;1;419,4589
43880;865;1;766;1;419,4589
43880;866;1;738;1;178,5808
43880;867;1;732;1;356,898
43880;868;2;753;1;2146,962
43880;869;2;756;1;874,794
43880;870;2;725;1;183,9382
43880;871;2;758;1;874,794
43880;872;1;764;1;419,4589
43880;873;1;768;1;419,4589
43881;874;2;776;1;2024,994
43881;875;2;778;1;2024,994
43881;876;5;772;1;2039,994
43881;877;3;774;1;2039,994
